ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;Id;AvgPathLength;HasLoop;AvgCountLoop;CountReqEcCovered;EdgeCoverage;CountReqPcCovered;PrimePathCoverage
org.apache.commons.lang3.ClassLoaderUtils.toString(ClassLoader);2;6;1;3;3;2;0;4;1;3;2;2;2;1;1;0;1;0;org.apache.commons.lang3.ClassLoaderUtilsTest.testToString_ClassLoader();0;8;4;4;3;1;0;5;3;2;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ClassLoaderUtilsTest.testToString_ClassLoader();4;0;0;3;0.6;1;0.5;
org.apache.commons.lang3.Conversion.binaryBeMsb0ToHexDigit(boolean[],int);5;33;4;23;4;16;1;24;4;20;17;17;31;8;12;12;3;12;org.apache.commons.lang3.ConversionTest.testBinaryBeMsb0ToHexDigit_2args();0;39;5;37;2;1;0;32;4;28;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ConversionTest.testBinaryBeMsb0ToHexDigit_2args();12.6;0;0;21;0.65625;4;0.4444444444444444;
org.apache.commons.lang3.Conversion.binaryToHexDigit(boolean[],int);5;27;1;17;1;16;1;18;1;17;17;17;24;8;12;12;3;12;org.apache.commons.lang3.ConversionTest.testBinaryToHexDigit_2args();0;14;3;12;2;1;0;13;3;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ConversionTest.testBinaryToHexDigit_2args();7;0;0;21;0.8076923076923077;6;0.6666666666666667;
org.apache.commons.lang3.Conversion.byteArrayToUuid(byte[],int);4;6;1;3;2;2;0;4;1;3;2;2;2;1;0;0;1;0;org.apache.commons.lang3.ConversionTest.testByteArrayToUuid();0;20;1;18;2;1;0;4;1;3;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ConversionTest.testByteArrayToUuid();4;0;0;3;0.6;1;0.5;
org.apache.commons.lang3.Conversion.hexDigitToInt(char);7;7;2;4;2;2;0;5;2;3;2;2;2;1;0;0;1;0;org.apache.commons.lang3.ConversionTest.testHexDigitToInt();1;25;1;23;3;1;0;24;1;23;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ConversionTest.testHexDigitToInt();5;0;0;6;1;2;1;
org.apache.commons.lang3.Conversion.intToHex(int,int,String,int,int);7;22;6;15;6;7;1;17;6;11;5;5;5;1;2;0;2;0;org.apache.commons.lang3.ConversionTest.testIntToHex();1;52;1;50;3;1;0;21;1;20;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ConversionTest.testIntToHex();33.142857142857146;1;4.285714285714286;15;0.75;1;0.047619047619047616;
org.apache.commons.lang3.Conversion.intToHexDigit(int);7;7;2;4;2;2;0;5;2;3;2;2;2;1;0;0;1;0;org.apache.commons.lang3.ConversionTest.testIntToHexDigit();1;19;1;17;3;1;0;18;1;17;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ConversionTest.testIntToHexDigit();5;0;0;6;1;2;1;
org.apache.commons.lang3.Conversion.longToIntArray(long,int,int[],int,int);6;14;3;8;2;5;1;11;3;8;4;4;4;1;1;0;1;0;org.apache.commons.lang3.ConversionTest.testLongToIntArray();0;41;1;39;2;1;0;15;1;14;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ConversionTest.testLongToIntArray();8.333333333333334;1;1;10;0.8333333333333333;6;0.75;
org.apache.commons.lang3.EnumUtils.generateBitVector(Class<E>,Iterable<? extends E>);3;10;2;7;5;2;0;9;3;6;2;2;2;1;0;0;1;0;org.apache.commons.lang3.EnumUtilsTest.test_generateBitVector();7;14;1;12;4;1;0;13;1;12;1;1;1;1;0;0;0;0;org.apache.commons.lang3.EnumUtilsTest.test_generateBitVector();11.5;1;2.25;8;0.8888888888888888;2;0.3333333333333333;
org.apache.commons.lang3.EnumUtils.getEnumMap(Class<E>);2;7;2;4;4;2;0;6;3;3;2;2;2;1;0;0;1;0;org.apache.commons.lang3.EnumUtilsTest.test_getEnumMap();4;12;2;10;8;1;0;11;2;9;1;1;1;1;0;0;0;0;org.apache.commons.lang3.EnumUtilsTest.test_getEnumMap();11;1;3;6;1;4;0.8;
org.apache.commons.lang3.EnumUtils.processBitVectors(Class<E>,long...);7;12;4;8;9;3;0;10;5;5;3;3;4;1;0;0;2;0;org.apache.commons.lang3.EnumUtilsTest.test_processBitVectors_longClass();12;67;2;63;8;2;0;65;2;63;2;2;2;2;0;0;0;0;org.apache.commons.lang3.EnumUtilsTest.test_processBitVectors_longClass();271.27272727272725;1;84.63636363636364;11;1;10;0.9090909090909092;
org.apache.commons.lang3.ObjectUtils.identityToString(Object);6;12;4;9;8;2;0;8;4;4;2;2;2;1;1;0;1;0;org.apache.commons.lang3.ObjectUtilsTest.testIdentityToStringString();1;13;5;7;11;3;0;8;5;3;3;3;3;3;0;0;0;0;org.apache.commons.lang3.ObjectUtilsTest.testIdentityToStringString();20;0;0;9;1;2;1;
org.apache.commons.lang3.ObjectUtils.isEmpty(Object);3;18;1;11;6;6;1;12;1;11;6;6;6;6;5;5;1;5;org.apache.commons.lang3.ObjectUtilsTest.testIsEmpty();4;14;1;12;6;1;0;13;1;12;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ObjectUtilsTest.testIsEmpty();6;0;0;15;0.8823529411764707;5;0.8333333333333333;
org.apache.commons.lang3.RandomUtils.nextDouble(double,double);10;9;1;6;3;2;0;6;1;5;2;2;2;1;1;0;1;0;org.apache.commons.lang3.RandomUtilsTest.testExtremeRangeDouble();1;11;5;5;6;3;0;8;5;3;3;3;5;3;0;0;0;0;org.apache.commons.lang3.RandomUtilsTest.testExtremeRangeDouble();18;0;0;7;1;2;1;
org.apache.commons.lang3.RandomUtils.nextFloat(float,float);9;9;1;6;3;2;0;6;1;5;2;2;2;1;1;0;1;0;org.apache.commons.lang3.RandomUtilsTest.testExtremeRangeInt();1;7;3;3;4;2;0;5;3;2;2;2;3;2;0;0;0;0;org.apache.commons.lang3.RandomUtilsTest.testExtremeRangeInt();12;0;0;5;0.7142857142857143;1;0.5;
org.apache.commons.lang3.Range.containsRange(Range<T>);4;7;1;4;2;2;0;4;1;3;2;2;3;1;1;0;1;0;org.apache.commons.lang3.RangeTest.testContainsRange();1;14;1;12;4;1;0;13;1;12;1;1;1;1;0;0;0;0;org.apache.commons.lang3.RangeTest.testContainsRange();4;0;0;5;1;2;1;
org.apache.commons.lang3.Range.isAfterRange(Range<T>);3;6;1;3;2;2;0;4;1;3;2;2;2;1;1;0;1;0;org.apache.commons.lang3.RangeTest.testIsAfterRange();1;10;1;8;4;1;0;9;1;8;1;1;1;1;0;0;0;0;org.apache.commons.lang3.RangeTest.testIsAfterRange();4;0;0;5;1;2;1;
org.apache.commons.lang3.Range.isBeforeRange(Range<T>);3;6;1;3;2;2;0;4;1;3;2;2;2;1;1;0;1;0;org.apache.commons.lang3.RangeTest.testIsBeforeRange();1;10;1;8;4;1;0;9;1;8;1;1;1;1;0;0;0;0;org.apache.commons.lang3.RangeTest.testIsBeforeRange();4;0;0;5;1;2;1;
org.apache.commons.lang3.RegExUtils.replaceFirst(String,Pattern,String);5;6;1;3;3;2;0;4;1;3;2;2;4;1;1;0;1;0;org.apache.commons.lang3.RegExUtilsTest.testReplaceFirst_StringPatternString();0;16;1;14;5;1;0;14;1;13;1;1;1;1;0;0;0;0;org.apache.commons.lang3.RegExUtilsTest.testReplaceFirst_StringPatternString();4;0;0;5;1;2;1;
org.apache.commons.lang3.RegExUtils.replacePattern(String,String,String);7;6;1;3;4;2;0;4;1;3;2;2;4;1;1;0;1;0;org.apache.commons.lang3.RegExUtilsTest.testReplacePattern_StringStringString();0;16;1;14;3;1;0;14;1;13;1;1;1;1;0;0;0;0;org.apache.commons.lang3.RegExUtilsTest.testReplacePattern_StringStringString();4;0;0;5;1;2;1;
org.apache.commons.lang3.SerializationUtils.serialize(Serializable,OutputStream);10;8;1;5;2;2;0;5;1;4;2;2;2;1;1;0;1;0;org.apache.commons.lang3.SerializationUtilsTest.testSerializeIOException();9;42;19;31;19;4;0;34;18;16;4;4;4;4;0;0;0;0;org.apache.commons.lang3.SerializationUtilsTest.testSerializeIOException();25;0;0;9;1;3;1;
org.apache.commons.lang3.StringUtils.capitalize(String);3;20;7;15;5;4;1;17;8;9;4;4;4;3;2;2;1;2;org.apache.commons.lang3.StringUtilsTest.testCapitalize();2;13;1;11;3;1;0;12;1;11;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testCapitalize();12.333333333333334;1;1;16;0.8421052631578948;3;0.3333333333333333;
org.apache.commons.lang3.StringUtils.center(String,int,char);5;13;3;9;4;3;0;10;3;7;3;3;4;3;2;2;1;2;org.apache.commons.lang3.StringUtilsTest.testCenter_StringIntChar();0;14;1;12;3;1;0;13;1;12;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testCenter_StringIntChar();6.666666666666667;0;0;12;0.9999999999999999;3;1;
org.apache.commons.lang3.StringUtils.chop(String);5;16;5;11;4;4;1;12;5;7;4;4;5;4;3;3;1;3;org.apache.commons.lang3.StringUtilsTest.testChop();1;21;17;16;2;2;0;7;5;2;2;2;2;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testChop();7.5;0;0;15;0.9999999999999999;4;1;
org.apache.commons.lang3.StringUtils.compare(String,String,boolean);5;12;1;7;2;4;1;8;1;7;6;6;6;4;3;3;1;3;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testCompare_StringStringBoolean();0;15;1;13;3;1;0;14;1;13;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testCompare_StringStringBoolean();5.25;0;0;11;1;4;1;
org.apache.commons.lang3.StringUtils.compareIgnoreCase(String,String,boolean);5;12;1;7;2;4;1;8;1;7;6;6;6;4;3;3;1;3;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testCompareIgnoreCase_StringStringBoolean();0;17;1;15;3;1;0;16;1;15;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testCompareIgnoreCase_StringStringBoolean();5.25;0;0;11;1;4;1;
org.apache.commons.lang3.StringUtils.containsAny(CharSequence,char...);5;27;6;18;6;8;1;22;8;14;8;8;10;8;22;22;5;22;org.apache.commons.lang3.StringUtilsContainsTest.testContainsAny_StringCharArrayWithSupplementaryChars();5;36;3;30;17;3;0;33;3;30;3;3;3;3;0;0;0;0;org.apache.commons.lang3.StringUtilsContainsTest.testContainsAny_StringCharArrayWithSupplementaryChars();58.03333333333333;1;5.116666666666667;22;0.8799999999999999;4;0.18181818181818182;
org.apache.commons.lang3.StringUtils.containsIgnoreCase(CharSequence,CharSequence);4;13;3;8;3;4;1;11;4;7;4;4;5;4;4;4;2;4;org.apache.commons.lang3.StringUtilsContainsTest.testContainsIgnoreCase_StringString();2;48;13;37;8;6;1;38;8;30;5;5;5;2;0;0;0;0;org.apache.commons.lang3.StringUtilsContainsTest.testContainsIgnoreCase_StringString();14.75;1;0.25;12;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.containsOnly(CharSequence,char...);5;12;1;7;3;4;1;8;1;7;4;4;5;4;3;3;1;3;org.apache.commons.lang3.StringUtilsContainsTest.testContainsOnly_CharArray();0;24;8;22;4;1;0;23;8;15;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsContainsTest.testContainsOnly_CharArray();5.25;0;0;11;1;4;1;
org.apache.commons.lang3.StringUtils.containsWhitespace(CharSequence);2;12;2;7;5;4;1;10;3;7;4;4;4;4;4;4;2;4;org.apache.commons.lang3.StringUtilsContainsTest.testContainsWhitespace();0;9;1;7;3;1;0;8;1;7;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsContainsTest.testContainsWhitespace();7;1;0.5;11;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.countMatches(CharSequence,CharSequence);4;12;3;8;4;3;0;9;3;6;3;3;4;1;1;0;1;0;org.apache.commons.lang3.StringUtilsSubstringTest.testCountMatches_char();0;19;2;15;6;2;0;14;2;12;2;2;2;2;0;0;0;0;org.apache.commons.lang3.StringUtilsSubstringTest.testCountMatches_char();30.5;1;5.75;11;1;7;1;
org.apache.commons.lang3.StringUtils.deleteWhitespace(String);4;17;4;11;5;7;1;14;5;9;5;5;5;3;2;2;2;2;org.apache.commons.lang3.StringUtilsTest.testDeleteWhitespace_String();2;10;1;8;3;1;0;9;1;8;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testDeleteWhitespace_String();42.57142857142857;1;14.428571428571429;16;1;10;0.7692307692307692;
org.apache.commons.lang3.StringUtils.difference(String,String);5;13;2;8;3;4;1;9;2;7;4;4;4;4;3;3;1;3;org.apache.commons.lang3.StringUtilsTest.testDifference_StringString();0;11;1;9;3;1;0;10;1;9;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testDifference_StringString();5.75;0;0;12;0.9999999999999999;4;1;
org.apache.commons.lang3.StringUtils.endsWithAny(CharSequence,CharSequence...);3;11;1;6;4;4;1;8;2;6;4;4;5;4;4;4;2;4;org.apache.commons.lang3.StringUtilsStartsEndsWithTest.testEndsWithAny();0;17;1;15;3;1;0;16;1;15;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsStartsEndsWithTest.testEndsWithAny();7.5;1;1.1666666666666667;10;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.getCommonPrefix(String...);4;16;2;11;4;5;1;11;2;9;5;5;5;5;5;5;2;5;org.apache.commons.lang3.StringUtilsTest.testGetCommonPrefix_StringArray();0;19;1;17;2;1;0;18;1;17;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetCommonPrefix_StringArray();6.25;0;0;13;0.8666666666666667;4;0.8;
org.apache.commons.lang3.StringUtils.getDigits(String);2;14;4;9;7;4;1;12;5;7;4;4;4;1;1;0;2;0;org.apache.commons.lang3.StringUtilsTest.testGetDigits();0;9;1;7;3;1;0;8;1;7;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetDigits();28.166666666666668;1;6.333333333333333;11;0.8461538461538463;9;0.75;
org.apache.commons.lang3.StringUtils.indexOfAny(CharSequence,CharSequence...);3;20;3;13;2;10;1;15;4;11;7;7;8;5;3;3;2;3;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAny_StringStringArray();2;16;1;14;3;1;0;15;1;14;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAny_StringStringArray();10.333333333333334;1;0.5;17;0.8947368421052632;13;0.36111111111111116;
org.apache.commons.lang3.StringUtils.indexOfAnyBut(CharSequence,CharSequence);3;21;5;14;6;6;1;16;6;10;6;6;9;6;10;10;3;10;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAnyBut_StringString();0;13;1;11;2;1;0;12;1;11;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testIndexOfAnyBut_StringString();13;1;1;12;0.631578947368421;7;0.3684210526315789;
org.apache.commons.lang3.StringUtils.isAllBlank(CharSequence...);2;11;1;6;3;4;1;8;2;6;4;4;4;4;4;4;2;4;org.apache.commons.lang3.StringUtilsEmptyBlankTest.testIsAllBlank();0;12;1;10;3;1;0;11;1;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsEmptyBlankTest.testIsAllBlank();6.8;1;0.8;10;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.isAllEmpty(CharSequence...);2;11;1;6;3;4;1;8;2;6;4;4;4;4;4;4;2;4;org.apache.commons.lang3.StringUtilsEmptyBlankTest.testIsAllEmpty();0;13;1;11;3;1;0;12;1;11;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsEmptyBlankTest.testIsAllEmpty();6.8;1;0.8;10;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.isAllLowerCase(CharSequence);3;12;2;7;5;4;1;10;3;7;4;4;4;4;4;4;2;4;org.apache.commons.lang3.StringUtilsTest.testIsAllLowerCase();1;12;1;10;3;1;0;11;1;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testIsAllLowerCase();9.4;1;1.6;11;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.isAllUpperCase(CharSequence);3;12;2;7;5;4;1;10;3;7;4;4;4;4;4;4;2;4;org.apache.commons.lang3.StringUtilsTest.testIsAllUpperCase();1;12;1;10;3;1;0;11;1;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testIsAllUpperCase();8.166666666666666;1;1.1666666666666667;11;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.isAlpha(CharSequence);2;12;2;7;5;4;1;10;3;7;4;4;4;4;4;4;2;4;org.apache.commons.lang3.StringUtilsIsTest.testIsAlpha();0;13;1;11;3;1;0;12;1;11;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsIsTest.testIsAlpha();19.833333333333332;1;6.833333333333333;11;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.isAsciiPrintable(CharSequence);2;12;2;7;4;4;1;10;3;7;4;4;4;4;4;4;2;4;org.apache.commons.lang3.StringUtilsIsTest.testIsAsciiPrintable_String();0;24;1;22;3;1;0;23;1;22;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsIsTest.testIsAsciiPrintable_String();21.181818181818183;1;7.545454545454546;11;1;6;0.9999999999999999;
org.apache.commons.lang3.StringUtils.isMixedCase(CharSequence);2;18;4;13;6;6;1;16;5;11;6;6;9;4;5;5;2;4;org.apache.commons.lang3.StringUtilsTest.testIsMixedCase();1;18;1;16;3;1;0;17;1;16;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testIsMixedCase();15.75;1;1.625;17;0.894736842105263;5;0.15151515151515152;
org.apache.commons.lang3.StringUtils.join(byte[],char,int,int);6;16;3;11;4;4;1;14;4;10;4;4;4;3;2;2;1;2;org.apache.commons.lang3.StringUtilsTest.testJoin_ArrayOfBytes();3;8;1;6;6;1;0;7;1;6;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testJoin_ArrayOfBytes();7.75;1;0.25;15;0.9999999999999999;6;0.75;
org.apache.commons.lang3.StringUtils.lastIndexOfIgnoreCase(CharSequence,CharSequence,int);6;20;1;12;3;11;1;15;2;13;7;7;8;6;6;6;2;6;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testLastIndexOfIgnoreCase_StringInt();0;23;1;21;2;1;0;22;1;21;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.testLastIndexOfIgnoreCase_StringInt();8.777777777777779;1;0.4444444444444444;19;1;9;0.75;
org.apache.commons.lang3.StringUtils.leftPad(String,int,String);7;29;6;21;8;13;1;23;7;16;8;8;9;6;5;5;2;5;org.apache.commons.lang3.StringUtilsTest.testLeftPad_StringIntString();0;12;1;10;3;1;0;11;1;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testLeftPad_StringIntString();11.285714285714286;1;0.5714285714285714;27;0.9642857142857142;9;0.5625;
org.apache.commons.lang3.StringUtils.removeStartIgnoreCase(String,String);3;9;1;5;5;3;0;6;1;5;3;3;4;3;2;2;1;2;org.apache.commons.lang3.StringUtilsTest.testRemoveStartIgnoreCase();0;13;1;11;3;1;0;12;1;11;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testRemoveStartIgnoreCase();4.666666666666667;0;0;8;1;3;1;
org.apache.commons.lang3.StringUtils.rightPad(String,int,String);7;29;6;21;8;13;1;23;7;16;8;8;9;6;5;5;2;5;org.apache.commons.lang3.StringUtilsTest.testRightPad_StringIntString();0;12;1;10;3;1;0;11;1;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testRightPad_StringIntString();11.285714285714286;1;0.5714285714285714;27;0.9642857142857142;9;0.5625;
org.apache.commons.lang3.StringUtils.startsWithAny(CharSequence,CharSequence...);3;11;1;6;4;4;1;8;2;6;4;4;5;4;4;4;2;4;org.apache.commons.lang3.StringUtilsStartsEndsWithTest.testStartsWithAny();0;14;1;12;3;1;0;13;1;12;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsStartsEndsWithTest.testStartsWithAny();7.8;1;1.2;10;1;5;0.8333333333333333;
org.apache.commons.lang3.StringUtils.stripAccents(String);3;9;3;6;6;2;0;7;3;4;2;2;2;1;1;0;1;0;org.apache.commons.lang3.StringUtilsTrimStripTest.testStripAccents();0;16;4;14;3;1;0;10;3;7;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTrimStripTest.testStripAccents();5.5;0;0;8;1;2;1;
org.apache.commons.lang3.StringUtils.stripStart(String,String);5;19;3;13;7;6;1;13;3;10;6;6;8;4;4;4;2;4;org.apache.commons.lang3.StringUtilsTrimStripTest.testStripStart_StringString();2;23;1;21;3;1;0;21;1;20;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTrimStripTest.testStripStart_StringString();19;1;5.833333333333333;14;0.7;6;0.2857142857142857;
org.apache.commons.lang3.StringUtils.substringBetween(String,String,String);6;13;3;8;4;4;1;9;3;6;4;4;6;4;3;3;2;3;org.apache.commons.lang3.StringUtilsSubstringTest.testSubstringBetween_StringStringString();0;11;1;9;3;1;0;10;1;9;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsSubstringTest.testSubstringBetween_StringStringString();6.5;0;0;12;1;4;1;
org.apache.commons.lang3.StringUtils.swapCase(String);2;24;6;18;10;6;1;20;7;13;6;6;6;1;4;0;2;0;org.apache.commons.lang3.StringUtilsTest.testSwapCase_String();0;15;3;13;4;1;0;14;3;11;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testSwapCase_String();113.28571428571429;1;14.142857142857142;19;0.7307692307692308;1;0.006289308176100629;
org.apache.commons.lang3.StringUtils.uncapitalize(String);3;20;7;15;5;4;1;17;8;9;4;4;4;3;2;2;1;2;org.apache.commons.lang3.StringUtilsTest.testUnCapitalize();6;20;2;16;6;2;0;14;2;12;2;2;2;2;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testUnCapitalize();83.25;1;20;19;1;9;1;
org.apache.commons.lang3.StringUtils.unwrap(String,String);4;14;4;9;8;4;1;10;4;6;4;4;8;4;3;3;2;3;org.apache.commons.lang3.StringUtilsTest.testUnwrap_StringString();1;34;2;30;7;2;0;32;2;30;2;2;2;2;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testUnwrap_StringString();12.5;0;0;12;0.9230769230769231;3;0.75;
org.apache.commons.lang3.ThreadUtils.findThreadById(long,String);3;8;2;5;6;2;0;6;2;4;2;2;4;1;1;0;1;0;org.apache.commons.lang3.ThreadUtilsTest.testThreadGroupsById();0;20;5;17;10;1;0;17;5;12;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ThreadUtilsTest.testThreadGroupsById();6;0;0;7;1;2;1;
org.apache.commons.lang3.ThreadUtils.findThreadsByName(String,String);6;14;4;10;9;3;0;12;5;7;3;3;3;1;1;0;1;0;org.apache.commons.lang3.ThreadUtilsTest.testComplexThreadGroups();1;68;27;58;29;13;1;61;30;31;6;6;6;2;0;0;0;0;org.apache.commons.lang3.ThreadUtilsTest.testComplexThreadGroups();22.5;1;2;13;1;5;0.8333333333333333;
org.apache.commons.lang3.ThreadUtils.getSystemThreadGroup();3;7;2;4;4;2;0;5;2;3;2;2;2;1;0;0;1;0;org.apache.commons.lang3.ThreadUtilsTest.testSystemThreadGroupExists();0;6;2;4;6;1;0;5;2;3;1;1;1;1;0;0;0;0;org.apache.commons.lang3.ThreadUtilsTest.testSystemThreadGroupExists();7;1;1;6;1;3;0.6;
