ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;id;testPath;pathLength;hasLoop;countLoop;countnewReqEcCovered;countReqEcCovered;EdgeCoverage;countnewReqPpcCovered;countReqPcCovered;primePathCoverage
com.mpatric.mp3agic.EncodedText.EncodedText(byte,byte[]);22;10;1;7;5;2;0;6;1;5;2;2;3;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.shouldEncodeAndDecodeUTF16Text();4;23;4;19;9;1;0;22;4;18;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.EncodedTextTest.shouldEncodeAndDecodeUTF16Text();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5;
com.mpatric.mp3agic.EncodedText.EncodedText(byte,byte[]);22;10;1;7;5;2;0;6;1;5;2;2;3;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.shouldEncodeAndDecodeUTF16BEText();4;23;4;19;9;1;0;22;4;18;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.EncodedTextTest.shouldEncodeAndDecodeUTF16BEText();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5;
com.mpatric.mp3agic.EncodedText.EncodedText(byte,byte[]);22;10;1;7;5;2;0;6;1;5;2;2;3;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.UTF16ShouldDecodeBEWhenSpecifiedInBOM();3;6;4;4;4;1;0;5;4;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.EncodedTextTest.UTF16ShouldDecodeBEWhenSpecifiedInBOM();11,3,5,8,9,12;6;0;0;1;4;0.6666666666666666;1;1;0.5;
com.mpatric.mp3agic.EncodedText.EncodedText(byte,byte[]);22;10;1;7;5;2;0;6;1;5;2;2;3;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.shouldTranscodeFromOneEncodingToAnother();4;15;2;12;6;1;0;14;2;12;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.EncodedTextTest.shouldTranscodeFromOneEncodingToAnother();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5;
com.mpatric.mp3agic.EncodedText.EncodedText(byte,byte[]);22;10;1;7;5;2;0;6;1;5;2;2;3;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.shouldThrowExceptionWhenTranscodingWithInvalidCharacterSet();2;9;2;6;6;2;0;6;2;4;2;2;2;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.shouldThrowExceptionWhenTranscodingWithInvalidCharacterSet();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5;
com.mpatric.mp3agic.EncodedText.EncodedText(byte,byte[]);22;10;1;7;5;2;0;6;1;5;2;2;3;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.shouldReturnNullWhenDecodingInvalidString();1;6;4;4;5;1;0;5;4;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.EncodedTextTest.shouldReturnNullWhenDecodingInvalidString();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5;
com.mpatric.mp3agic.EncodedText.EncodedText(byte,byte[]);22;10;1;7;5;2;0;6;1;5;2;2;3;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.shouldHandleBacktickCharacterInString();1;4;2;2;3;1;0;3;2;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.EncodedTextTest.shouldHandleBacktickCharacterInString();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5;
com.mpatric.mp3agic.EncodedText.EncodedText(byte,byte[]);22;10;1;7;5;2;0;6;1;5;2;2;3;1;1;0;1;0;com.mpatric.mp3agic.EncodedTextTest.shouldStillReturnBytesWhenUnicodeDataIsEmpty();1;23;2;20;3;1;0;22;2;20;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.EncodedTextTest.shouldStillReturnBytesWhenUnicodeDataIsEmpty();11,3,7,8,9,12;6;0;0;0;5;0.8333333333333334;0;1;0.5;
com.mpatric.mp3agic.ID3v1Genres.matchGenreDescription(String);10;10;1;5;3;4;1;8;2;6;4;4;5;4;4;4;3;4;com.mpatric.mp3agic.ID3v1GenresTest.returnsMinusOneForNonExistentGenre();0;3;1;1;2;1;0;2;1;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3v1GenresTest.returnsMinusOneForNonExistentGenre();7,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,6,8;301;1;148;6;6;0.6666666666666666;3;3;0.5;
com.mpatric.mp3agic.ID3v1Genres.matchGenreDescription(String);10;10;1;5;3;4;1;8;2;6;4;4;5;4;4;4;3;4;com.mpatric.mp3agic.ID3v1GenresTest.returnsCorrectGenreIdForFirstExistentGenre();0;3;1;1;2;1;0;2;1;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3v1GenresTest.returnsCorrectGenreIdForFirstExistentGenre();7,2,3,4,5,8;6;0;0;2;5;0.5555555555555556;1;1;0.16666666666666666;
com.mpatric.mp3agic.ID3Wrapper.clearComment();5;8;1;4;2;4;1;5;1;4;3;3;3;1;0;0;1;0;com.mpatric.mp3agic.ID3WrapperTest.clearsCommentOnV1Tag();0;7;3;5;5;1;0;6;3;3;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.clearsCommentOnV1Tag();7,2,4,5,6,8;6;0;0;5;5;0.625;1;1;0.25;
com.mpatric.mp3agic.ID3Wrapper.clearComment();5;8;1;4;2;4;1;5;1;4;3;3;3;1;0;0;1;0;com.mpatric.mp3agic.ID3WrapperTest.clearsCommentFrameOnV2Tag();1;8;3;6;8;1;0;7;3;4;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.clearsCommentFrameOnV2Tag();7,2,3,4,6,8;6;0;0;3;5;0.625;1;1;0.25;
com.mpatric.mp3agic.ID3Wrapper.getAlbum();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsV2TagsAlbumBeforeV1TagsAlbum();0;8;4;6;4;1;0;7;4;3;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsV2TagsAlbumBeforeV1TagsAlbum();7,2,3,8;4;0;0;3;3;0.375;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getAlbum();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsV1TagsAlbumIfV2TagsAlbumIsEmpty();0;8;4;6;4;1;0;7;4;3;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsV1TagsAlbumIfV2TagsAlbumIsEmpty();7,2,4,5,8;5;0;0;3;4;0.5;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getAlbum();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsNullIfBothTagsDoNotExist();0;4;2;2;3;1;0;3;2;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getAlbumReturnsNullIfBothTagsDoNotExist();7,2,4,6,8;5;0;0;2;4;0.5;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getArtist();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsV2TagsArtistBeforeV1TagsArtist();0;8;4;6;4;1;0;7;4;3;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsV2TagsArtistBeforeV1TagsArtist();7,2,3,8;4;0;0;3;3;0.375;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getArtist();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsV1TagsArtistIfV2TagDoesNotExist();0;6;3;4;4;1;0;5;3;2;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsV1TagsArtistIfV2TagDoesNotExist();7,2,4,5,8;5;0;0;3;4;0.5;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getArtist();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsNullIfBothTagsDoNotExist();0;4;2;2;3;1;0;3;2;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getArtistReturnsNullIfBothTagsDoNotExist();7,2,4,6,8;5;0;0;2;4;0.5;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getComment();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsV2TagsCommentBeforeV1TagsComment();0;8;4;6;4;1;0;7;4;3;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsV2TagsCommentBeforeV1TagsComment();7,2,3,8;4;0;0;3;3;0.375;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getComment();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsV1TagsCommentIfV2TagsCommentDoesNotExist();0;8;4;6;4;1;0;7;4;3;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsV1TagsCommentIfV2TagsCommentDoesNotExist();7,2,4,5,8;5;0;0;3;4;0.5;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getComment();7;9;1;6;3;3;0;6;1;5;3;3;5;3;2;2;1;2;com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsNullIfBothTagsDoNotExist();0;4;2;2;3;1;0;3;2;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getCommentReturnsNullIfBothTagsDoNotExist();7,2,4,6,8;5;0;0;2;4;0.5;1;1;0.3333333333333333;
com.mpatric.mp3agic.ID3Wrapper.getComposer();3;7;1;4;2;2;0;4;1;3;2;2;2;1;1;0;1;0;com.mpatric.mp3agic.ID3WrapperTest.getComposerReturnsV2TagsComposer();0;7;4;5;4;1;0;6;4;2;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getComposerReturnsV2TagsComposer();5,2,3,6;4;0;0;3;3;0.6;1;1;0.5;
com.mpatric.mp3agic.ID3Wrapper.getComposer();3;7;1;4;2;2;0;4;1;3;2;2;2;1;1;0;1;0;com.mpatric.mp3agic.ID3WrapperTest.getComposerReturnsNullIfV2TagDoesNotExist();0;5;3;3;3;1;0;4;3;1;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.ID3WrapperTest.getComposerReturnsNullIfV2TagDoesNotExist();5,2,4,6;4;0;0;2;3;0.6;1;1;0.5;
com.mpatric.mp3agic.MpegFrame.getLengthInBytes();9;12;3;7;1;4;1;10;3;7;3;3;3;1;2;0;1;0;com.mpatric.mp3agic.MpegFrameTest.shouldExtractValidMpegVersion1Header();7;17;3;15;15;1;0;16;3;13;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.MpegFrameTest.shouldExtractValidMpegVersion1Header();9,2,11,4,7,8,10;7;0;0;6;6;0.6;1;1;0.25;
com.mpatric.mp3agic.MpegFrame.getLengthInBytes();9;12;3;7;1;4;1;10;3;7;3;3;3;1;2;0;1;0;com.mpatric.mp3agic.MpegFrameTest.shouldProcessValidMpegVersion2Header();7;17;3;15;15;1;0;16;3;13;1;1;1;1;0;0;0;0;com.mpatric.mp3agic.MpegFrameTest.shouldProcessValidMpegVersion2Header();9,2,11,4,7,8,10;7;0;0;0;6;0.6;0;1;0.25;
